#       Time / ps                probe_post [pw] (sigb=1)/real
#----------------------------------------------------------------------
               2.2153102                               0
               2.2173132                               0
               2.2193162                               0
               2.2213192                               0
               2.2233222                               0
               2.2253252                               0
               2.2273282                               0
               2.2293312                               0
               2.2313342                               0
               2.2333372                               0
               2.2353401                               0
               2.2373431                               0
               2.2393461                               0
               2.2413491                               0
               2.2433521                               0
               2.2453551                               0
               2.2473581                               0
               2.2493611                               0
               2.2513641                               0
               2.2533671                               0
               2.2553701                               0
               2.2573731                               0
               2.2593761                               0
               2.2613791                               0
                2.263382                               0
                2.265385                               0
                2.267388                               0
                2.269391                               0
                2.271394                               0
                2.273397                               0
                  2.2754                               0
                2.277403                               0
                2.279406                               0
                2.281409                               0
                2.283412                               0
                2.285415                               0
                2.287418                               0
                2.289421                               0
               2.2914239                               0
               2.2934269                               0
               2.2954299                               0
               2.2974329                               0
               2.2994359                               0
               2.3014389                               0
               2.3034419                               0
               2.3054449                               0
               2.3074479                               0
               2.3094509                               0
               2.3114539                               0
               2.3134569                               0
               2.3154599                               0
               2.3174629                               0
               2.3194658                               0
               2.3214688                               0
               2.3234718                               0
               2.3254748                               0
               2.3274778                               0
               2.3294808                               0
               2.3314838                               0
               2.3334868                               0
               2.3354898                               0
               2.3374928                               0
               2.3394958                               0
               2.3414988                               0
               2.3435018                               0
               2.3455048                               0
               2.3475077                               0
               2.3495107                               0
               2.3515137                               0
               2.3535167                               0
               2.3555197                               0
               2.3575227                               0
               2.3595257                               0
               2.3615287                               0
               2.3635317                               0
               2.3655347                               0
               2.3675377                               0
               2.3695407                               0
               2.3715437                               0
               2.3735467                               0
               2.3755497                               0
               2.3775526                               0
               2.3795556                               0
               2.3815586                               0
               2.3835616                               0
               2.3855646                               0
               2.3875676                               0
               2.3895706                               0
               2.3915736                               0
               2.3935766                               0
               2.3955796                               0
               2.3975826                               0
               2.3995856                               0
               2.4015886                               0
               2.4035916                               0
               2.4055945                               0
               2.4075975                               0
               2.4096005                               0
               2.4116035                               0
               2.4136065                               0
               2.4156095                               0
               2.4176125                               0
               2.4196155                               0
               2.4216185                               0
               2.4236215                               0
               2.4256245                               0
               2.4276275                               0
               2.4296305                               0
               2.4316335                               0
               2.4336364                               0
               2.4356394                               0
               2.4376424                               0
               2.4396454                               0
               2.4416484                               0
               2.4436514                               0
               2.4456544                               0
               2.4476574                               0
               2.4496604                               0
               2.4516634                               0
               2.4536664                               0
               2.4556694                               0
               2.4576724                               0
               2.4596754                               0
               2.4616783                               0
               2.4636813                               0
               2.4656843                               0
               2.4676873                               0
               2.4696903                               0
               2.4716933                               0
               2.4736963                               0
               2.4756993                               0
               2.4777023                               0
               2.4797053                               0
               2.4817083                               0
               2.4837113                               0
               2.4857143                               0
               2.4877173                               0
               2.4897203                               0
               2.4917232                               0
               2.4937262                               0
               2.4957292                               0
               2.4977322                               0
               2.4997352                               0
               2.5017382                               0
               2.5037412                               0
               2.5057442                               0
               2.5077472                               0
               2.5097502                               0
               2.5117532                               0
               2.5137562                               0
               2.5157592                               0
               2.5177622                               0
               2.5197651                               0
               2.5217681                               0
               2.5237711                               0
               2.5257741                               0
               2.5277771                               0
               2.5297801                               0
               2.5317831                               0
               2.5337861                               0
               2.5357891                               0
               2.5377921                               0
               2.5397951                               0
               2.5417981                               0
               2.5438011                               0
               2.5458041                               0
                2.547807                               0
                 2.54981                               0
                2.551813                               0
                2.553816                               0
                2.555819                               0
                2.557822                               0
                2.559825                               0
                2.561828                               0
                2.563831                               0
                2.565834                               0
                2.567837                               0
                 2.56984                               0
                2.571843                               0
                2.573846                               0
               2.5758489                               0
               2.5778519                               0
               2.5798549                               0
               2.5818579                               0
               2.5838609                               0
               2.5858639                               0
               2.5878669                               0
               2.5898699                               0
               2.5918729                               0
               2.5938759                               0
               2.5958789                               0
               2.5978819                               0
               2.5998849                               0
               2.6018879                               0
               2.6038908                               0
               2.6058938                               0
               2.6078968                               0
               2.6098998                               0
               2.6119028                               0
               2.6139058                               0
               2.6159088                               0
               2.6179118                               0
               2.6199148                               0
               2.6219178                               0
               2.6239208                               0
               2.6259238                               0
               2.6279268                               0
               2.6299298                               0
               2.6319328                               0
               2.6339357                               0
               2.6359387                               0
               2.6379417                               0
               2.6399447                               0
               2.6419477                               0
               2.6439507                               0
               2.6459537                               0
               2.6479567                               0
               2.6499597                               0
               2.6519627                               0
               2.6539657                               0
               2.6559687                               0
               2.6579717                               0
               2.6599747                               0
               2.6619776                               0
               2.6639806                               0
               2.6659836                               0
               2.6679866                               0
               2.6699896                               0
               2.6719926                               0
               2.6739956                               0
               2.6759986                               0
               2.6780016                               0
               2.6800046                               0
               2.6820076                               0
               2.6840106                               0
               2.6860136                               0
               2.6880166                               0
               2.6900195                               0
               2.6920225                               0
               2.6940255                               0
               2.6960285                               0
               2.6980315                               0
               2.7000345                               0
               2.7020375                               0
               2.7040405                               0
               2.7060435                               0
               2.7080465                               0
               2.7100495                               0
               2.7120525                               0
               2.7140555                               0
               2.7160585                               0
               2.7180614                               0
               2.7200644                               0
               2.7220674                               0
               2.7240704                               0
               2.7260734                               0
               2.7280764                               0
               2.7300794                               0
               2.7320824                               0
               2.7340854                               0
               2.7360884                               0
               2.7380914                               0
               2.7400944                               0
               2.7420974                               0
               2.7441004                               0
               2.7461033                               0
               2.7481063                               0
               2.7501093                               0
               2.7521123                               0
               2.7541153                               0
               2.7561183                               0
               2.7581213                               0
               2.7601243                               0
               2.7621273                               0
               2.7641303                               0
               2.7661333                               0
               2.7681363                               0
               2.7701393                               0
               2.7721423                               0
               2.7741453                               0
               2.7761482                               0
               2.7781512                               0
               2.7801542                               0
               2.7821572                               0
               2.7841602                               0
               2.7861632                               0
               2.7881662                               0
               2.7901692                               0
               2.7921722                               0
               2.7941752                               0
               2.7961782                               0
               2.7981812                               0
               2.8001842                               0
               2.8021872                               0
               2.8041901                               0
               2.8061931                               0
               2.8081961                               0
               2.8101991                               0
               2.8122021                               0
               2.8142051                               0
               2.8162081                               0
               2.8182111                               0
               2.8202141                               0
               2.8222171                               0
               2.8242201                               0
               2.8262231                               0
               2.8282261                               0
               2.8302291                               0
                2.832232                               0
                2.834235                               0
                2.836238                               0
                2.838241                               0
                2.840244                               0
                2.842247                               0
                 2.84425                               0
                2.846253                               0
                2.848256                               0
                2.850259                               0
                2.852262                               0
                2.854265                               0
                2.856268                               0
                2.858271                               0
               2.8602739                               0
               2.8622769                               0
               2.8642799                               0
               2.8662829                               0
               2.8682859                               0
               2.8702889                               0
               2.8722919                               0
               2.8742949                               0
               2.8762979                               0
               2.8783009                               0
               2.8803039                               0
               2.8823069                               0
               2.8843099                               0
               2.8863129                               0
               2.8883158                               0
               2.8903188                               0
               2.8923218                               0
               2.8943248                               0
               2.8963278                               0
               2.8983308                               0
               2.9003338                               0
               2.9023368                               0
               2.9043398                               0
               2.9063428                               0
               2.9083458                               0
               2.9103488                               0
               2.9123518                               0
               2.9143548                               0
               2.9163578                               0
               2.9183607                               0
               2.9203637                               0
               2.9223667                               0
               2.9243697                               0
               2.9263727                               0
               2.9283757                               0
               2.9303787                               0
               2.9323817                               0
               2.9343847                               0
               2.9363877                               0
               2.9383907                               0
               2.9403937                               0
               2.9423967                               0
               2.9443997                               0
               2.9464026                               0
               2.9484056                               0
               2.9504086                               0
               2.9524116                               0
               2.9544146                               0
               2.9564176                               0
               2.9584206                               0
               2.9604236                               0
               2.9624266                               0
               2.9644296                               0
               2.9664326                               0
               2.9684356                               0
               2.9704386                               0
               2.9724416                               0
               2.9744445                               0
               2.9764475                               0
               2.9784505                               0
               2.9804535                               0
               2.9824565                               0
               2.9844595                               0
               2.9864625                               0
               2.9884655                               0
               2.9904685                               0
               2.9924715                               0
               2.9944745                               0
               2.9964775                               0
               2.9984805                               0
               3.0004835                               0
               3.0024864                               0
               3.0044894                               0
               3.0064924                               0
               3.0084954                               0
               3.0104984                               0
               3.0125014                               0
               3.0145044                               0
               3.0165074                               0
               3.0185104                               0
               3.0205134                               0
               3.0225164                               0
               3.0245194                               0
               3.0265224                               0
               3.0285254                               0
               3.0305283                               0
               3.0325313                               0
               3.0345343                               0
               3.0365373                               0
               3.0385403                               0
               3.0405433                               0
               3.0425463                               0
               3.0445493                               0
               3.0465523                               0
               3.0485553                               0
               3.0505583                               0
               3.0525613                               0
               3.0545643                               0
               3.0565673                               0
               3.0585703                               0
               3.0605732                               0
               3.0625762                               0
               3.0645792                               0
               3.0665822                               0
               3.0685852                               0
               3.0705882                               0
               3.0725912                               0
               3.0745942                               0
               3.0765972                               0
               3.0786002                               0
               3.0806032                               0
               3.0826062                               0
               3.0846092                               0
               3.0866122                               0
               3.0886151                               0
               3.0906181                               0
               3.0926211                               0
               3.0946241                               0
               3.0966271                               0
               3.0986301                               0
               3.1006331                               0
               3.1026361                               0
               3.1046391                               0
               3.1066421                               0
               3.1086451                               0
               3.1106481                               0
               3.1126511                               0
               3.1146541                               0
                3.116657                               0
                 3.11866                               0
                3.120663                               0
                3.122666                               0
                3.124669                               0
                3.126672                               0
                3.128675                               0
                3.130678                               0
                3.132681                               0
                3.134684                               0
                3.136687                               0
                 3.13869                               0
                3.140693                               0
                3.142696                               0
               3.1446989                               0
               3.1467019                               0
               3.1487049                               0
               3.1507079                               0
               3.1527109                               0
               3.1547139                               0
               3.1567169                               0
               3.1587199                               0
               3.1607229                               0
               3.1627259                               0
               3.1647289                               0
               3.1667319                               0
               3.1687349                               0
               3.1707379                               0
               3.1727408                               0
               3.1747438                               0
               3.1767468                               0
               3.1787498                               0
               3.1807528                               0
               3.1827558                               0
               3.1847588                               0
               3.1867618                               0
               3.1887648                               0
               3.1907678                               0
               3.1927708                               0
               3.1947738                               0
               3.1967768                               0
               3.1987798                               0
               3.2007828                               0
               3.2027857                               0
               3.2047887                               0
               3.2067917                               0
               3.2087947                               0
               3.2107977                               0
               3.2128007                               0
               3.2148037                               0
               3.2168067                               0
               3.2188097                               0
               3.2208127                               0
               3.2228157                               0
               3.2248187                               0
               3.2268217                               0
               3.2288247                               0
               3.2308276                               0
               3.2328306                               0
               3.2348336                               0
               3.2368366                               0
               3.2388396                               0
               3.2408426                               0
               3.2428456                               0
               3.2448486                               0
               3.2468516                               0
               3.2488546                               0
               3.2508576                               0
               3.2528606                               0
               3.2548636                               0
               3.2568666                               0
               3.2588695                               0
               3.2608725                               0
               3.2628755                               0
               3.2648785                               0
               3.2668815                               0
               3.2688845                               0
               3.2708875                               0
               3.2728905                               0
               3.2748935                               0
               3.2768965                               0
               3.2788995                               0
               3.2809025                               0
               3.2829055                               0
               3.2849085                               0
               3.2869114                               0
               3.2889144                               0
               3.2909174                               0
               3.2929204                               0
               3.2949234                               0
               3.2969264                               0
               3.2989294                               0
               3.3009324                               0
               3.3029354                               0
               3.3049384                               0
               3.3069414                               0
               3.3089444                               0
               3.3109474                               0
               3.3129504                               0
               3.3149533                               0
               3.3169563                               0
               3.3189593                               0
               3.3209623                               0
               3.3229653                               0
               3.3249683                               0
               3.3269713                               0
               3.3289743                               0
               3.3309773                               0
               3.3329803                               0
               3.3349833                               0
               3.3369863                               0
               3.3389893                               0
               3.3409923                               0
               3.3429953                               0
               3.3449982                               0
               3.3470012                               0
               3.3490042                               0
               3.3510072                               0
               3.3530102                               0
               3.3550132                               0
               3.3570162                               0
               3.3590192                               0
               3.3610222                               0
               3.3630252                               0
               3.3650282                               0
               3.3670312                               0
               3.3690342                               0
               3.3710372                               0
               3.3730401                               0
               3.3750431                               0
               3.3770461                               0
               3.3790491                               0
               3.3810521                               0
               3.3830551                               0
               3.3850581                               0
               3.3870611                               0
               3.3890641                               0
               3.3910671                               0
               3.3930701                               0
               3.3950731                               0
               3.3970761                               0
               3.3990791                               0
                3.401082                               0
                3.403085                               0
                3.405088                               0
                3.407091                               0
                3.409094                               0
                3.411097                               0
                  3.4131                               0
                3.415103                               0
                3.417106                               0
                3.419109                               0
                3.421112                               0
                3.423115                               0
                3.425118                               0
                3.427121                               0
               3.4291239                               0
               3.4311269                               0
               3.4331299                               0
               3.4351329                               0
               3.4371359                               0
               3.4391389                               0
               3.4411419                               0
               3.4431449                               0
               3.4451479                               0
               3.4471509                               0
               3.4491539                               0
               3.4511569                               0
               3.4531599                               0
               3.4551629                               0
               3.4571659                               0
               3.4591688                               0
               3.4611718                               0
               3.4631748                               0
               3.4651778                               0
               3.4671808                               0
               3.4691838                               0
               3.4711868                               0
               3.4731898                               0
               3.4751928                               0
               3.4771958                               0
               3.4791988                               0
               3.4812018                               0
               3.4832048                               0
               3.4852078                               0
               3.4872107                               0
               3.4892137                               0
               3.4912167                               0
               3.4932197                               0
               3.4952227                               0
               3.4972257                               0
               3.4992287                               0
               3.5012317                               0
               3.5032347                               0
               3.5052377                               0
               3.5072407                               0
               3.5092437                               0
               3.5112467                               0
               3.5132497                               0
               3.5152526                               0
               3.5172556                               0
               3.5192586                               0
               3.5212616                               0
               3.5232646                               0
               3.5252676                               0
               3.5272706                               0
               3.5292736                               0
               3.5312766                               0
               3.5332796                               0
               3.5352826                               0
               3.5372856                               0
               3.5392886                               0
               3.5412916                               0
               3.5432945                               0
               3.5452975                               0
               3.5473005                               0
               3.5493035                               0
               3.5513065                               0
               3.5533095                               0
               3.5553125                               0
               3.5573155                               0
               3.5593185                               0
               3.5613215                               0
               3.5633245                               0
               3.5653275                               0
               3.5673305                               0
               3.5693335                               0
               3.5713364                               0
               3.5733394                               0
               3.5753424                               0
               3.5773454                               0
               3.5793484                               0
               3.5813514                               0
               3.5833544                               0
               3.5853574                               0
               3.5873604                               0
               3.5893634                               0
               3.5913664                               0
               3.5933694                               0
               3.5953724                               0
               3.5973754                               0
               3.5993784                               0
               3.6013813                               0
               3.6033843                               0
               3.6053873                               0
               3.6073903                               0
               3.6093933                               0
               3.6113963                               0
               3.6133993                               0
               3.6154023                               0
               3.6174053                               0
               3.6194083                               0
               3.6214113                               0
               3.6234143                               0
               3.6254173                               0
               3.6274203                               0
               3.6294232                               0
               3.6314262                               0
               3.6334292                               0
               3.6354322                               0
               3.6374352                               0
               3.6394382                               0
               3.6414412                               0
               3.6434442                               0
               3.6454472                               0
               3.6474502                               0
               3.6494532                               0
               3.6514562                               0
               3.6534592                               0
               3.6554622                               0
               3.6574651                               0
               3.6594681                               0
               3.6614711                               0
               3.6634741                               0
               3.6654771                               0
               3.6674801                               0
               3.6694831                               0
               3.6714861                               0
               3.6734891                               0
               3.6754921                               0
               3.6774951                               0
               3.6794981                               0
               3.6815011                               0
               3.6835041                               0
                3.685507                               0
                 3.68751                               0
                3.689513                               0
                3.691516                               0
                3.693519                               0
                3.695522                               0
                3.697525                               0
                3.699528                               0
                3.701531                               0
                3.703534                               0
                3.705537                               0
                 3.70754                               0
                3.709543                               0
                3.711546                               0
               3.7135489                               0
               3.7155519                               0
               3.7175549                               0
               3.7195579                               0
               3.7215609                               0
               3.7235639                               0
               3.7255669                               0
               3.7275699                               0
               3.7295729                               0
               3.7315759                               0
               3.7335789                               0
               3.7355819                               0
               3.7375849                               0
               3.7395879                               0
               3.7415909                               0
               3.7435938                               0
               3.7455968                               0
               3.7475998                               0
               3.7496028                               0
               3.7516058                               0
               3.7536088                               0
               3.7556118                               0
               3.7576148                               0
               3.7596178                               0
               3.7616208                               0
               3.7636238                               0
               3.7656268                               0
               3.7676298                               0
